ART_TOT;ART_PRM;ART_FOOD_PRM;ART_FOOD;ART_LEADER;ART_FOLLOWER;ART_FLINE;ART_EXLAB;ART_PRIVLAB
26;5;3;19;4;9;1;1;5
18;1;1;14;5;9;0;0;0
13;1;1;13;1;8;0;0;2
78;30;22;50;15;28;2;4;5
103;15;11;43;16;15;2;12;9
85;36;25;56;15;39;0;2;2
135;28;22;97;41;40;3;9;10
16;4;0;5;2;2;0;1;1
115;30;26;86;18;53;2;3;12
1;0;0;0;0;0;0;0;0
2;1;0;0;0;0;0;0;0
102;17;8;47;9;30;0;7;6
21;4;4;21;8;10;0;0;3
9;1;0;6;0;4;0;2;2
5;1;1;4;0;2;0;1;2
57;11;9;51;14;28;1;1;6
11;0;0;3;2;1;0;1;0
8;1;1;5;1;2;1;0;1
2;1;0;0;0;0;0;0;0
53;13;9;35;6;23;2;1;2
63;18;15;37;7;20;5;6;3
47;10;6;20;1;12;3;3;2
4;0;0;0;0;0;0;0;0
28;7;4;10;3;5;0;1;1
18;2;0;5;1;2;0;0;2
73;20;20;58;13;34;1;4;10
47;11;7;27;9;14;1;4;2
37;5;5;36;12;22;0;0;2
5;0;0;1;0;0;0;0;1
297;53;39;199;65;107;7;8;21
1;0;0;0;0;0;0;0;0
60;14;13;46;14;27;2;4;3
39;7;4;15;5;5;0;6;5
39;14;14;35;2;29;1;1;3
16;2;1;4;2;0;0;0;2
177;50;38;98;21;53;10;16;12
1;1;0;0;0;0;0;0;0
18;8;0;3;2;0;0;6;1
127;20;17;93;23;54;0;5;16
12;1;0;10;8;1;1;0;0
28;2;1;21;3;16;0;1;1
15;6;0;8;2;1;0;3;2
41;16;14;32;14;14;1;4;1
8;3;1;1;0;1;0;2;0
50;8;7;40;12;18;3;2;4
7;1;1;3;0;1;0;1;2
8;2;2;6;3;3;0;0;0
70;11;6;40;3;34;1;4;2
12;1;1;4;1;1;0;2;2
10;1;1;10;0;10;0;0;0
83;20;14;63;23;26;3;7;5
22;5;2;14;2;7;2;2;2
114;22;15;101;22;45;11;8;16
134;26;22;94;15;61;3;5;8
64;11;4;34;4;28;0;2;2
46;9;4;24;7;14;2;3;1
308;80;32;142;50;70;6;42;13
58;15;12;48;13;25;0;3;10
3;0;0;3;0;1;0;0;2
6;1;0;0;0;0;0;0;0
36;10;6;11;3;7;0;4;1
342;91;68;260;92;127;8;9;28
55;4;2;23;8;13;0;8;1
70;5;5;59;16;32;2;0;8
57;19;13;43;14;22;2;0;4
1;1;0;0;0;0;0;0;0
13;6;4;10;0;9;0;0;1
101;28;22;58;11;38;1;6;5
15;8;2;3;0;3;0;0;0
448;230;214;392;139;174;25;13;37
83;19;17;55;8;35;1;5;9
113;32;23;84;27;44;3;3;9
98;19;13;61;24;31;0;7;5
10;0;0;9;1;4;0;0;4
11;6;3;4;3;1;0;0;0
13;1;1;12;2;6;1;0;2
215;10;7;169;53;83;8;2;23
16;9;9;12;0;10;1;0;1
15;0;0;2;0;2;0;5;0
285;69;43;187;54;106;7;5;20
3;2;0;0;0;0;0;0;0
62;19;13;41;17;17;0;2;6
38;8;3;15;6;7;0;7;2
1;1;0;0;0;0;0;0;0
32;7;5;29;6;16;2;0;3
242;55;44;192;59;119;2;5;11
37;8;5;18;6;5;3;1;4
19;2;2;9;2;4;2;2;1
52;19;2;4;1;2;0;8;1
64;12;11;60;27;22;0;1;8
4;1;1;4;1;1;0;0;2
7;0;0;6;1;5;0;0;0
15;1;1;12;5;3;1;1;1
159;30;22;135;50;68;8;2;8
14;3;2;12;4;7;0;2;0
98;19;14;44;17;20;1;5;6
40;2;2;18;7;8;0;8;3
202;54;54;194;102;73;1;0;18
106;19;13;79;32;39;2;1;6
66;21;1;12;1;7;1;5;3
11;1;1;8;2;4;0;0;2
1;0;0;1;0;1;0;0;0
38;10;4;23;4;16;0;5;3
40;8;7;34;17;13;1;2;2
29;7;3;16;4;6;1;1;5
44;12;11;43;18;20;0;0;5
9;2;1;7;1;5;0;0;1
20;5;2;13;2;5;0;0;5
42;5;3;32;12;15;1;0;4
28;5;3;19;7;11;0;1;1
4;1;1;2;0;2;0;0;0
13;2;1;3;0;3;0;1;1
8;0;0;3;1;1;0;0;1
212;50;50;203;100;69;4;1;28
447;149;87;215;37;145;12;37;20
55;16;4;31;1;26;0;1;3
145;26;22;126;27;77;6;3;13
26;5;3;16;0;10;3;3;3
88;15;14;67;23;34;1;5;8
5;4;4;5;0;5;0;0;0
57;21;16;40;16;19;1;3;4
3;2;0;0;0;0;0;0;0
100;12;10;77;25;44;3;1;4
22;3;0;2;0;1;0;0;1
39;9;2;15;6;7;2;3;1
83;14;13;76;22;39;2;0;13
85;16;15;72;14;52;2;1;4
3;0;0;0;0;0;0;0;0
71;15;13;56;19;28;2;2;7
34;11;9;27;9;14;0;1;4
184;43;30;114;47;53;4;6;14
3;1;1;1;0;1;0;0;0
2;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0
88;20;10;50;13;23;4;7;8
64;25;4;18;2;11;0;9;3
49;9;9;40;8;27;1;0;4
129;27;24;92;17;57;3;3;14
238;57;24;146;47;77;3;9;18
2;1;1;1;1;0;0;0;0
87;22;12;40;19;15;2;11;4
88;24;11;50;12;27;3;2;9
147;26;17;105;41;51;3;7;10
12;1;1;9;3;6;1;0;1
8;2;2;7;0;6;0;0;1
27;5;2;17;6;6;4;0;0
58;12;12;48;12;31;1;0;4
59;29;15;31;15;11;1;2;2
17;5;5;17;3;8;2;0;4
14;6;2;6;3;3;0;1;0
55;18;7;25;6;14;3;8;2
52;10;6;37;15;17;2;0;4
51;8;4;30;5;17;1;3;7
10;1;1;9;4;4;0;0;1
334;82;64;278;86;148;12;6;27
130;25;13;79;41;28;3;12;6
13;2;0;1;0;0;0;2;1
98;17;14;78;26;44;2;1;5
17;5;4;15;4;9;0;1;2
14;2;2;13;0;11;0;2;0
36;6;6;31;13;13;0;0;5
10;2;1;8;5;1;0;0;1
159;15;11;103;28;52;7;15;12
523;125;103;416;141;241;8;21;23
289;55;42;204;57;116;7;13;22
3;0;0;0;0;0;0;0;0
19;3;3;12;0;9;1;2;1
88;14;10;66;18;39;0;3;6
11;3;2;6;1;3;2;0;1
165;26;24;154;55;80;3;0;16
83;23;23;79;36;31;0;0;12
121;31;27;106;45;41;2;1;17
19;6;6;19;6;12;0;0;1
29;8;8;26;10;13;0;2;3
50;13;9;32;4;23;2;1;2
17;0;0;12;0;8;0;2;3
25;7;5;20;2;15;0;2;2
35;9;9;33;7;14;5;2;4
17;0;0;17;7;4;0;0;6
4;0;0;1;0;0;0;0;1
78;10;3;36;15;17;1;4;2
147;21;14;121;40;65;4;0;11
8;2;1;3;0;3;0;0;0
214;50;46;190;43;123;3;2;17
600;231;174;376;94;232;16;41;31
84;16;15;80;24;38;5;0;13
9;2;1;2;0;1;0;2;1
7;2;2;6;1;4;1;0;0
10;2;2;6;1;1;0;1;4
40;7;6;30;5;20;3;3;2
27;9;8;21;4;15;1;1;1
81;10;8;65;27;32;3;3;3
46;21;11;19;2;15;1;6;1
11;1;0;5;3;1;0;0;1
117;43;31;92;21;50;7;0;13
54;22;22;50;13;30;2;0;4
52;19;15;36;14;17;1;5;4
115;21;19;92;43;41;2;3;6
57;16;13;39;8;21;1;0;8
71;12;9;56;20;30;0;2;6
144;60;55;130;13;93;3;6;17
38;5;4;29;6;23;0;0;0
19;4;2;16;6;7;0;1;3
5;2;0;1;0;0;1;1;0
55;14;11;36;10;23;0;4;3
61;16;13;45;15;18;4;0;8
12;1;0;4;0;1;0;0;3
60;3;3;44;25;15;1;0;3
37;6;4;21;8;12;0;1;1
18;5;1;6;0;5;0;1;1
8;1;0;3;0;0;0;3;3
17;4;0;1;0;1;0;3;0
6;2;2;6;3;3;0;0;0
6;1;0;0;0;0;0;0;0
6;1;0;0;0;0;0;2;0
5;3;1;2;1;1;0;1;0
5;4;4;5;0;5;0;0;0
37;5;3;29;3;24;0;0;3
82;10;8;58;21;33;2;0;1
6;1;1;6;0;6;0;0;0
87;23;20;77;27;36;5;0;9
199;52;34;132;25;80;5;3;21
4;0;0;3;2;1;0;0;0
54;7;7;37;13;21;0;0;4
8;5;3;4;1;2;0;0;1
196;39;28;120;35;74;6;8;6
72;8;8;65;15;38;0;0;12
6;2;1;5;1;2;0;0;2
31;9;6;21;2;13;1;0;5
6;2;0;0;0;0;0;0;0
143;30;25;91;28;55;0;7;6
7;0;0;4;0;4;0;0;0
133;22;22;114;51;37;1;5;21
260;66;56;188;48;103;7;11;27
179;37;12;65;17;38;1;15;11
55;0;0;48;8;34;1;1;4
159;24;24;150;70;60;3;3;15
666;104;101;501;148;218;35;24;91
57;8;8;44;17;18;2;6;7
6;0;0;4;0;1;1;0;2
366;58;55;326;104;164;15;16;30
11;1;1;6;1;4;0;0;1
17;5;5;11;4;6;0;0;1
1;0;0;1;0;1;0;0;0
23;3;3;18;1;14;0;2;3
24;2;2;13;3;8;0;0;3
16;5;3;12;3;7;0;0;2
1;0;0;0;0;0;0;0;0
39;6;6;39;5;27;1;0;6
1;0;0;0;0;0;0;0;0
178;32;28;134;50;64;9;9;10
92;15;13;77;25;30;5;2;17
159;21;16;129;28;70;5;8;12
119;24;21;96;24;56;3;4;13
185;31;29;155;44;86;15;2;9
132;32;22;92;15;51;8;6;16
181;25;15;109;32;52;7;10;16
288;48;44;234;70;109;19;6;34
177;16;12;92;42;36;1;16;14
9;4;2;4;0;4;0;0;0
36;5;5;20;4;9;2;6;0
258;74;49;168;49;83;13;10;18
131;38;30;65;24;36;3;5;2
12;2;0;6;0;6;0;0;0
16;5;4;15;5;7;0;3;0
221;51;26;103;31;56;5;5;10
41;8;3;13;2;8;1;3;2
77;13;6;33;8;20;1;3;4
73;7;3;57;21;33;2;2;1
86;28;16;36;10;20;0;5;6
214;52;36;159;68;70;7;0;15
503;149;100;331;82;199;18;13;28
42;6;3;26;0;15;3;1;8
367;50;30;269;88;140;13;14;21
31;19;18;28;1;26;1;0;1
87;25;25;75;34;35;1;2;4
24;2;1;2;1;0;0;0;1
75;12;9;61;26;26;2;2;7
16;2;2;15;9;4;0;0;2
7;0;0;2;0;2;0;0;0
473;97;72;321;103;165;8;25;32
242;102;73;139;59;70;4;18;5
4;0;0;1;0;0;0;0;1
44;2;2;34;5;21;1;0;6
35;3;0;3;0;2;0;3;1
32;3;2;26;3;15;1;0;7
324;106;98;287;118;122;5;4;37
739;150;124;582;208;264;29;24;79
2;0;0;0;0;0;0;0;0
86;20;17;71;16;43;2;0;9
25;11;11;25;7;16;1;0;1
15;2;2;13;11;1;0;1;1
50;9;8;23;10;9;1;1;4
123;31;29;112;24;62;5;3;20
266;60;60;234;91;120;8;9;12
2155;1198;1178;2093;999;882;81;23;113
25;10;7;17;3;13;1;0;0
20;11;0;0;0;0;0;3;0
193;33;26;144;49;85;1;6;9
57;25;20;50;10;31;4;0;5
252;48;32;115;36;69;4;27;5
59;15;12;53;9;15;8;1;21
86;16;15;78;15;55;2;3;3
76;6;5;63;33;20;5;4;7
782;254;251;749;290;393;22;6;41
272;70;56;236;66;114;15;4;36
64;11;2;28;7;13;0;3;8
601;126;122;564;166;244;32;13;116
45;8;1;32;13;7;0;0;12
614;212;188;485;195;224;16;16;42
114;28;28;106;41;56;5;1;5
1;1;1;1;0;1;0;0;0
48;33;29;38;16;19;2;0;0
139;68;62;120;27;58;22;4;10
175;52;51;153;76;63;4;2;10
217;74;73;208;82;93;13;2;23
127;71;69;124;32;58;16;0;11
236;50;39;182;67;94;4;7;15
2;0;0;1;0;1;0;0;0
42;9;7;24;6;14;3;2;3
10;5;1;2;0;1;0;0;1
29;7;5;23;13;9;0;0;1
102;28;19;73;25;34;2;3;10
49;14;13;41;13;20;1;3;7
43;12;5;31;8;18;1;2;4
19;7;7;16;0;15;0;0;1
22;12;9;16;7;8;0;0;1
180;55;53;136;44;81;5;1;8
374;143;109;246;121;102;5;16;18
1;0;0;1;0;1;0;0;0
29;5;3;10;5;4;0;1;1
14;1;0;4;2;2;2;1;0
52;9;8;51;16;31;1;0;3
5;3;0;1;0;0;0;0;1
13;0;0;11;1;8;0;0;2
11;3;1;5;2;3;0;1;0
102;21;15;78;20;48;1;4;6
61;10;8;51;18;26;2;0;5
3;0;0;1;0;1;0;0;0
2;0;0;0;0;0;0;0;0
434;107;105;407;191;197;5;3;6
1293;516;480;1135;414;611;23;14;90
141;68;68;137;51;80;2;0;4
276;43;40;243;79;108;10;12;35
29;16;15;25;13;12;0;0;0
54;15;13;43;9;27;0;1;7
84;11;11;64;28;30;2;0;4
80;24;23;73;26;37;2;1;8
81;14;4;39;10;17;3;6;8
302;103;103;300;151;128;3;1;21
233;44;19;128;37;76;4;8;10
162;22;11;89;36;37;2;12;12
1319;328;251;981;408;425;22;35;118
192;38;34;175;91;44;14;4;22
6;0;0;6;3;1;2;0;0
43;13;12;37;11;15;0;0;8
7;4;0;2;0;2;0;0;0
191;41;41;191;74;93;17;0;4
186;50;36;157;39;77;9;6;28
469;68;54;365;127;178;12;17;40
230;73;64;191;72;101;2;5;15
472;79;64;420;204;130;20;11;56
740;123;108;629;228;321;11;11;67
186;41;39;161;40;85;13;6;23
35;7;6;30;12;9;1;0;7
846;95;83;699;370;248;6;18;71
75;25;25;69;39;25;1;4;4
567;198;169;487;147;258;24;10;52
283;82;81;281;114;136;10;2;21
94;25;12;43;20;22;0;6;1
17;0;0;1;0;1;0;2;0
13;5;2;3;0;3;2;2;0
10;4;4;10;0;6;1;0;3
527;99;73;398;120;212;11;15;50
30;6;6;26;10;14;0;0;2
309;62;52;241;93;82;16;14;40
182;51;51;175;82;81;4;0;8
152;89;89;152;57;70;2;2;20
93;16;10;73;18;44;1;9;9
1170;339;311;1041;323;470;73;23;148
25;8;5;13;2;10;0;1;1
30;5;2;25;1;18;2;1;3
180;38;36;149;56;78;7;10;6
123;26;17;92;27;43;5;7;17
12;5;1;4;4;0;0;0;0
314;62;50;249;57;154;7;8;23
508;89;78;401;148;208;7;22;37
135;34;29;112;22;73;9;8;5
307;43;33;243;75;111;15;8;35
5;2;2;5;4;1;0;0;0
233;29;26;178;60;64;24;8;28
935;134;113;847;423;279;31;16;105
221;32;28;196;34;68;28;6;63
12;2;1;8;2;4;1;1;1
150;28;27;130;28;74;6;7;13
58;11;10;43;13;15;5;3;8
163;45;41;146;33;78;9;0;23
217;41;24;153;49;71;11;7;20
1;0;0;0;0;0;0;0;0
669;110;78;487;227;213;5;14;36
485;30;29;469;372;75;3;2;20
32;8;7;29;9;18;0;0;2
72;20;12;46;10;28;0;5;7
45;6;6;42;19;18;1;1;4
42;5;3;24;1;21;0;0;1
123;34;34;115;30;68;3;0;14
21;3;3;18;8;8;1;0;1
11;1;0;2;0;2;0;2;0
599;126;112;504;162;230;24;14;75
369;158;140;302;116;171;4;6;10
388;89;80;320;153;128;15;12;26
5;0;0;5;0;5;0;0;0
588;107;83;485;185;233;15;10;48
189;21;13;151;53;74;12;5;11
57;10;8;55;13;16;3;0;23
225;45;37;199;30;132;11;5;14
1;0;0;0;0;0;0;0;0
133;26;21;110;27;62;6;1;13
8;5;3;5;3;2;0;0;0
226;35;33;202;92;82;8;4;18
855;227;186;732;198;345;47;23;113
20;5;3;8;2;3;1;4;2
780;236;181;574;206;255;29;20;84
427;179;166;383;114;204;24;3;33
176;71;71;175;70;57;7;2;39
14;4;3;12;2;8;0;1;0
237;67;63;213;66;106;7;1;30
571;114;95;476;158;227;19;11;65
79;13;8;61;43;17;0;5;2
115;20;19;104;31;49;5;2;19
230;41;31;178;84;72;3;2;21
16;1;1;16;7;6;1;0;2
431;126;73;229;56;138;7;27;25
504;130;118;433;181;162;25;10;53
792;299;289;756;282;405;18;5;43
17;2;2;14;6;6;0;0;2
61;6;5;45;17;11;4;2;11
76;14;4;28;4;13;2;5;10
26;10;10;17;7;9;0;2;0
60;23;19;45;17;26;0;0;2
62;3;2;28;10;16;3;3;1
62;13;12;54;12;30;1;0;11
110;22;20;89;37;44;2;3;4
35;7;7;35;14;9;10;0;1
143;29;22;88;12;59;4;1;12
395;63;34;193;92;80;5;12;17
146;33;27;105;33;61;1;8;6
806;488;484;782;367;394;8;2;10
33;2;1;23;9;10;5;2;3
208;43;27;160;51;84;4;5;19
16;6;4;13;6;7;0;0;0
17;1;1;11;4;6;0;0;1
91;22;21;88;36;35;10;2;5
6;1;1;6;2;3;0;0;1
8;0;0;3;3;0;0;1;0
90;33;31;78;10;51;3;3;14
24;3;1;15;1;12;0;6;2
22;6;5;18;2;13;0;1;0
186;50;39;148;59;70;5;0;14
240;35;23;187;74;83;8;9;19
186;30;26;159;55;90;5;6;9
972;166;158;881;250;494;32;15;101
730;81;52;632;294;242;15;8;76
4;1;1;4;1;2;0;0;0
18;3;3;18;4;9;1;0;3
210;43;42;196;65;88;12;3;27
121;16;15;117;51;52;2;1;10
41;32;32;41;27;13;0;0;1
19;10;10;16;4;11;1;0;0
478;147;141;429;89;236;36;10;50
20;6;5;17;7;7;2;0;2
585;104;101;571;162;272;46;5;78
621;66;56;532;235;238;16;5;51
204;54;51;189;67;86;9;2;25
31;5;3;18;2;6;2;1;6
218;47;47;198;63;112;4;5;17
574;74;70;531;277;179;20;10;49
45;15;15;44;8;11;19;0;6
69;5;3;36;10;21;1;4;4
683;170;152;545;176;292;18;28;54
271;82;74;223;77;83;28;4;33
44;9;6;28;6;15;1;0;6
89;12;11;74;31;29;4;1;8
12;2;2;12;2;8;0;0;2
270;155;151;249;138;107;3;5;1
143;29;24;117;49;53;1;0;15
14;7;0;1;0;0;0;0;1
174;39;38;156;40;85;1;2;27
24;3;3;17;2;14;0;2;0
415;111;109;380;142;212;6;6;20
134;31;26;95;42;39;6;11;8
11;5;4;10;4;6;0;0;0
37;2;0;18;8;10;0;2;0
73;4;4;70;19;33;8;1;8
27;5;3;22;4;16;1;0;1
110;39;39;110;71;37;0;0;2
150;31;29;133;32;66;9;2;23
80;23;21;68;21;41;1;1;3
9;4;1;2;0;2;0;3;0
1670;817;790;1561;611;779;84;19;69
7;0;0;6;2;3;0;1;1
108;19;14;60;10;37;4;4;7
43;9;9;43;10;28;2;1;2
9;0;0;7;0;7;0;1;0
319;94;74;249;99;117;10;8;22
47;9;7;42;25;11;0;2;5
560;165;162;502;255;223;4;12;13
139;42;42;124;32;64;4;0;24
15;4;3;9;4;4;0;0;1
54;17;12;47;17;23;2;0;5
93;47;43;73;20;30;3;1;20
321;113;108;293;133;132;17;4;10
154;23;18;118;43;54;2;6;12
184;41;41;175;64;61;5;1;44
7;0;0;0;0;0;0;1;0
225;66;61;202;77;109;2;8;7
246;108;107;238;63;166;3;3;4
991;276;240;843;232;412;56;38;122
138;36;34;115;35;58;8;5;11
133;24;23;113;28;53;3;1;25
162;32;22;108;26;62;3;7;13
1;0;0;1;0;1;0;0;0
544;85;76;443;147;227;14;12;57
32;5;2;10;4;5;0;4;1
106;15;10;70;27;37;2;2;4
254;50;49;233;60;140;8;0;21
6;1;0;3;1;1;0;0;1
17;2;1;15;4;5;1;0;5
126;23;14;77;19;49;1;3;10
35;2;0;25;6;14;1;2;4
83;25;24;71;9;35;8;6;17
3;1;1;3;0;3;0;0;0
31;1;1;27;9;12;2;1;3
137;31;27;119;51;51;5;0;11
21;3;2;18;2;15;0;0;1
456;61;57;433;130;215;32;5;50
63;13;10;55;25;25;1;0;4
61;11;3;13;3;5;0;3;2
187;86;84;180;71;94;4;1;7
62;41;34;51;20;27;1;1;3
304;91;82;265;99;137;2;5;23
134;34;34;127;27;74;6;0;21
43;10;8;30;12;10;1;5;8
72;12;10;57;12;34;1;7;8
662;219;210;638;302;292;23;2;20
63;6;2;40;30;8;1;3;1
80;15;13;59;12;43;1;7;1
428;84;81;354;114;180;11;11;39
27;1;0;20;2;11;0;0;6
49;7;7;49;20;21;1;0;7
46;6;4;36;10;12;4;1;9
16;1;1;13;2;9;0;0;2
44;3;3;43;17;15;4;0;6
29;0;0;29;24;2;0;0;3
9;4;1;3;1;1;0;0;1
327;105;77;212;63;94;17;11;29
26;2;1;18;2;12;2;1;2
8;1;1;8;1;4;1;0;2
46;5;5;32;10;20;2;3;0
427;77;76;404;149;171;21;5;59
351;136;94;261;91;109;15;9;47
546;80;72;476;125;232;21;10;83
228;43;36;197;57;89;9;2;38
3;0;0;3;0;2;0;0;0
50;7;6;28;8;16;0;2;4
65;4;2;50;21;19;1;3;9
61;13;11;43;17;16;4;1;7
121;28;15;97;32;54;4;2;7
713;191;170;602;229;291;10;18;60
117;17;14;102;28;57;2;5;12
95;15;9;70;24;35;3;5;6
1;1;1;1;0;1;0;0;0
5;0;0;2;1;1;0;1;0
77;16;12;59;23;29;2;5;5
154;29;16;104;29;52;7;2;11
57;12;3;31;10;15;1;0;4
66;20;17;55;18;27;4;3;6
3;0;0;3;1;2;0;0;0
47;18;15;40;10;21;5;0;3
85;12;11;70;19;39;3;2;9
90;16;15;83;19;38;6;0;19
567;143;128;465;196;189;37;25;36
281;208;208;277;131;142;2;1;1
10;3;2;9;3;6;0;0;0
1294;256;223;1139;385;566;42;12;130
300;70;58;241;76;138;9;4;17
802;200;190;691;189;372;13;27;100
7;5;5;6;1;5;0;0;0
379;32;30;352;71;217;16;7;40
33;6;6;29;8;17;1;0;2
1761;1427;1351;1621;733;854;20;11;20
95;38;36;83;37;40;0;1;6
86;9;7;66;19;33;8;1;7
102;35;30;81;27;47;3;2;2
113;23;16;89;29;45;4;2;8
187;52;48;161;26;77;21;4;23
210;52;45;164;40;89;6;5;24
17;2;2;11;8;2;0;0;1
908;141;127;843;402;280;40;14;100
154;27;24;138;42;74;7;7;9
326;51;38;248;78;113;10;8;44
2;0;0;2;1;1;0;0;0
566;121;116;510;171;280;14;6;36
342;82;74;294;141;123;7;6;24
362;77;64;290;103;116;25;11;39
16;4;4;13;1;10;0;1;2
81;22;22;70;22;29;5;3;12
47;5;5;42;15;23;1;2;3
275;60;49;214;54;95;21;11;35
500;129;119;429;119;202;29;5;60
27;4;2;16;3;13;0;0;0
92;13;5;45;14;24;3;4;5
101;23;20;74;25;32;3;10;10
15;6;4;9;7;1;0;1;1
26;6;5;16;7;8;0;0;0
568;144;138;540;176;244;24;15;76
60;9;9;60;18;20;7;0;14
335;129;126;314;102;129;25;6;52
5;3;2;2;0;2;0;0;0
287;68;67;281;111;125;11;3;27
253;33;27;183;41;82;18;9;36
41;16;4;17;6;7;0;1;4
164;19;19;152;44;81;0;0;26
255;105;104;246;82;127;8;3;29
275;131;117;211;115;83;3;8;9
218;24;24;195;90;90;6;1;10
702;173;162;628;211;276;37;14;90
226;82;77;199;53;110;6;3;25
332;75;70;307;107;176;6;4;19
116;30;28;107;41;46;5;0;14
7;0;0;0;0;0;0;0;0
13;1;0;8;3;4;1;0;0
220;82;77;180;63;98;2;3;16
5;1;0;3;0;1;0;0;2
100;16;11;69;14;44;1;4;8
34;8;7;31;12;15;4;0;0
154;16;16;148;42;65;11;2;25
358;59;45;265;110;124;5;6;26
19;5;4;12;3;7;0;0;3
481;79;60;326;128;165;7;14;26
28;7;7;26;10;11;2;0;3
60;7;2;38;17;20;0;7;1
100;14;5;74;22;47;0;3;3
36;10;7;28;12;10;1;0;5
55;9;9;46;8;25;6;2;6
54;5;5;53;15;30;4;0;3
486;91;63;387;163;161;24;15;42
523;88;77;443;188;188;19;6;43
76;18;16;68;22;37;2;0;6
53;7;7;49;12;31;3;0;4
211;45;37;159;54;62;17;10;29
88;12;8;59;24;27;1;2;7
13;1;1;12;4;6;0;0;2
54;9;7;42;5;26;4;3;4
969;133;114;824;278;392;22;15;122
13;7;5;9;2;6;1;1;0
741;444;435;696;327;307;19;3;36
413;74;59;337;103;149;26;11;51
6;2;0;2;0;1;0;1;1
124;0;0;121;44;56;4;1;13
39;10;10;28;5;17;1;1;5
5;0;0;5;2;3;0;0;0
67;8;7;52;11;35;1;2;6
59;25;17;42;13;21;2;4;5
59;11;7;43;5;27;0;2;10
8;3;3;8;0;5;0;0;1
1909;745;729;1772;560;1006;61;27;122
494;94;79;377;73;245;19;17;35
79;41;38;76;42;18;4;0;12
39;11;10;31;6;17;0;0;7
607;200;175;525;184;272;18;9;32
2;1;0;0;0;0;0;0;0
148;22;17;119;39;63;3;4;12
21;5;4;20;1;13;2;0;4
20;4;4;19;1;13;0;0;5
1;0;0;1;0;1;0;0;0
367;73;42;248;70;142;8;3;26
107;30;23;72;23;34;4;11;8
3;0;0;0;0;0;0;0;0
33;3;3;11;1;9;0;2;0
26;9;2;12;5;4;0;5;2
96;15;13;58;18;35;2;4;6
23;5;2;12;3;6;0;0;3
3;1;0;0;0;0;0;0;0
64;13;9;37;19;13;0;4;2
10;3;3;10;0;7;0;0;3
47;2;1;21;3;16;0;6;2
1;1;0;0;0;0;0;0;0
89;22;13;51;6;39;0;5;6
20;3;3;18;6;11;0;1;1
9;1;1;5;0;4;0;2;1
13;1;1;13;4;7;0;0;2
16;2;1;8;3;4;0;0;1
4;1;1;4;1;2;0;0;1
38;3;3;31;11;16;0;1;4
15;1;1;15;6;9;0;0;0
5;1;1;5;0;3;1;0;0
45;8;6;41;11;22;3;0;5
119;23;19;94;20;56;3;1;13
83;37;25;58;17;37;3;4;1
13;8;0;0;0;0;0;6;0
32;6;5;28;7;17;0;0;3
177;48;41;134;50;70;3;13;7
12;1;1;11;3;7;0;0;1
17;2;0;7;2;5;0;3;0
4;0;0;0;0;0;0;0;0
9;0;0;0;0;0;0;1;0
151;31;19;104;32;56;6;8;10
2;0;0;1;0;0;0;0;1
35;11;11;30;3;22;1;0;4
29;12;10;20;4;13;1;1;2
157;24;24;148;57;74;7;2;9
5;2;1;2;0;1;0;0;1
68;14;10;40;7;27;3;2;3
53;11;8;34;10;20;4;0;0
7;4;4;6;1;4;1;0;0
7;1;1;6;4;2;0;0;0
8;3;3;7;2;2;2;0;1
6;0;0;4;0;3;1;0;0
27;5;3;20;7;13;0;2;0
82;14;8;38;22;13;1;7;2
49;9;7;39;13;20;1;2;5
30;1;1;15;6;5;0;1;4
30;9;0;8;3;4;0;2;1
80;15;9;48;10;30;0;6;7
26;5;2;9;0;7;3;2;1
17;5;5;14;3;10;0;0;1
373;106;88;236;90;120;6;10;18
2;0;0;1;0;0;0;0;1
2;0;0;0;0;0;0;0;0
3;2;2;3;0;3;0;0;0
18;0;0;3;3;0;0;2;0
38;5;1;7;0;5;1;7;1
15;5;4;10;2;7;1;3;0
9;1;1;5;2;2;0;0;1
29;9;7;22;8;11;0;0;3
319;87;64;245;106;119;8;6;13
62;3;1;43;16;22;0;2;6
18;2;2;14;1;8;0;0;5
29;3;3;25;5;12;2;2;5
31;2;2;27;9;13;0;0;2
73;34;24;48;18;19;5;8;4
14;3;1;1;1;0;0;2;0
10;4;4;10;3;6;1;0;0
12;4;4;9;2;4;0;0;3
50;15;6;21;7;7;4;1;3
9;1;1;8;4;2;0;0;2
36;5;3;18;2;13;1;2;3
44;4;1;13;5;5;0;1;2
3;0;0;0;0;0;0;1;0
31;5;3;18;9;6;0;0;3
53;12;9;36;6;26;3;0;1
1;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0
8;3;2;5;3;1;0;0;1
6;1;1;5;3;2;0;1;0
422;77;64;326;116;183;6;4;18
130;26;13;82;31;45;1;1;5
2;0;0;0;0;0;0;0;0
55;10;7;43;8;23;1;0;11
7;2;1;6;2;3;0;0;1
32;16;1;6;2;4;0;3;0
21;1;1;18;2;13;0;0;2
14;3;3;11;3;4;0;1;3
2;0;0;0;0;0;0;0;0
16;5;2;11;5;4;1;0;1
128;27;17;93;30;51;1;2;10
1;0;0;0;0;0;0;0;0
8;1;1;5;1;3;0;0;1
371;68;59;313;121;156;9;5;28
257;35;30;216;98;96;1;4;20
5;0;0;0;0;0;0;0;0
